Eingegangen am;Mangel Nr.;Typ;Status;Geo-Koordinaten
26.09.2018 23:08:37;633;Defekte Straßenbeleuchtung;Behoben;49.463,10.9667
27.09.2018 19:06:16;634;Mülltonnen nicht geleert oder verschwunden;Abgelehnt;49.5011,11.0172
28.09.2018 11:16:51;635;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4794,10.9853
28.09.2018 11:17:39;636;Illegale Müllablagerung, Ansammlung von Unrat;Abgelehnt;49.4794,10.9853
29.09.2018 11:52:45;637;Defekte Ampelanlagen oder Verkehrsschilder;Behoben;49.4747,10.9873
29.09.2018 11:56:20;638;Defekte Ampelanlagen oder Verkehrsschilder;Behoben;49.4755,10.9882
29.09.2018 15:05:48;639;Parkverstöße;Behoben;49.4806,10.9903
29.09.2018 15:31:46;640;Sonstige Mängel;Behoben;49.481,10.9901
29.09.2018 23:44:52;641;Defekte Straßenbeleuchtung;Behoben;49.5021,10.9813
30.09.2018 15:32:49;642;Sonstige Mängel;Behoben;49.4899,10.9731
30.09.2018 16:23:21;643;Parkverstöße;Behoben;49.4807,10.9888
02.10.2018 09:41:12;644;Parkverstöße;Behoben;49.4794,11.0002
02.10.2018 09:48:45;645;Defekte Ampelanlagen oder Verkehrsschilder;Behoben;49.4794,11.0002
02.10.2018 10:05:30;646;Abgestellte Autos ohne Kennzeichen;Behoben;49.4796,10.9942
02.10.2018 12:20:53;647;Sonstige Mängel;Behoben;49.4718,10.9879
02.10.2018 13:58:34;648;Parkverstöße;Behoben;49.4885,10.9255
03.10.2018 15:52:42;649;Parkverstöße;Behoben;49.4794,11.0002
03.10.2018 16:17:43;650;Parkverstöße;Behoben;49.4795,10.9943
03.10.2018 18:07:27;651;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4817,10.9869
03.10.2018 23:40:44;652;Parkverstöße;Behoben;49.4908,10.9747
04.10.2018 10:12:18;653;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4661,11.0021
04.10.2018 12:56:21;654;Parkverstöße;Behoben;49.4788,10.9892
04.10.2018 13:09:14;655;Parkverstöße;Behoben;49.4788,10.9891
04.10.2018 18:08:03;656;Defekte Straßenbeleuchtung;Behoben;49.4581,10.9735
05.10.2018 10:47:51;657;Parkverstöße;Behoben;49.4687,11.0018
05.10.2018 15:36:28;658;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4749,10.9817
06.10.2018 07:49:05;659;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4845,10.9792
06.10.2018 09:12:54;660;Sonstige Mängel;Behoben;49.4661,10.9842
08.10.2018 08:38:13;661;Parkverstöße;Behoben;49.4647,10.9732
08.10.2018 09:59:27;662;Straßenschäden;Behoben;49.4727,11.0198
09.10.2018 09:14:07;663;Sonstige Mängel;Abgelehnt;49.4625,10.9751
09.10.2018 16:00:02;664;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.5059,10.9542
09.10.2018 22:00:27;665;Sonstige Mängel;In Bearbeitung;49.4846,10.9794
09.10.2018 22:44:58;666;Defekte Straßenbeleuchtung;Behoben;49.4628,10.9669
10.10.2018 22:41:09;667;Mülltonnen nicht geleert oder verschwunden;Abgelehnt;49.5172,10.9753
11.10.2018 06:37:55;668;Defekte Straßenbeleuchtung;Behoben;49.4729,10.9868
11.10.2018 15:42:23;669;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.4761,10.9833
11.10.2018 15:46:12;670;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.4758,10.983
11.10.2018 17:20:05;671;Sonstige Mängel;Behoben;49.475,10.9876
11.10.2018 19:35:41;672;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.5006,10.9825
11.10.2018 19:38:22;673;Illegale Müllablagerung, Ansammlung von Unrat;Abgelehnt;49.4944,10.9989
11.10.2018 20:20:42;674;Defekte Straßenbeleuchtung;Behoben;49.4697,11.0036
12.10.2018 15:13:27;675;Parkverstöße;Behoben;49.4761,10.976
12.10.2018 17:24:28;676;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.4799,11.0026
12.10.2018 21:31:10;677;Defekte Straßenbeleuchtung;Behoben;49.4688,10.9641
13.10.2018 06:13:31;678;Defekte Straßenbeleuchtung;Behoben;49.5163,10.9603
13.10.2018 08:19:39;679;Parkverstöße;Behoben;49.4806,11.0038
13.10.2018 17:33:51;680;Defekte Straßenbeleuchtung;Behoben;49.4826,10.9735
13.10.2018 18:08:35;681;Sonstige Mängel;Behoben;49.4859,10.9529
13.10.2018 19:13:03;682;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4824,10.9883
13.10.2018 22:12:15;683;Defekte Straßenbeleuchtung;Behoben;49.453,10.9935
13.10.2018 23:33:43;684;Defekte Straßenbeleuchtung;Behoben;49.4941,10.9847
14.10.2018 12:18:04;685;Parkverstöße;Behoben;49.4798,10.9941
15.10.2018 07:15:19;686;Sonstige Mängel;Behoben;49.4851,10.9792
15.10.2018 09:05:48;687;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4808,10.9902
15.10.2018 19:05:23;688;Defekte Straßenbeleuchtung;Behoben;49.4586,10.9738
16.10.2018 07:14:57;689;Defekte Straßenbeleuchtung;Behoben;49.5112,10.9759
16.10.2018 12:24:59;690;Illegale Müllablagerung, Ansammlung von Unrat;Abgelehnt;49.4837,10.9923
16.10.2018 16:00:00;691;Illegale Müllablagerung, Ansammlung von Unrat;Abgelehnt;49.5039,10.9813
16.10.2018 16:10:47;692;Parkverstöße;Behoben;49.5061,10.9797
16.10.2018 16:57:54;693;Sonstige Mängel;Behoben;49.5038,10.9806
16.10.2018 17:08:16;694;Sonstige Mängel;Abgelehnt;49.5041,10.9808
16.10.2018 18:46:23;695;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.5084,10.9773
17.10.2018 18:14:13;696;Sonstige Mängel;In Bearbeitung;49.4696,10.9845
18.10.2018 07:53:01;697;Straßenschäden;Behoben;49.4722,10.9873
18.10.2018 10:55:03;698;Lärm- oder Geruchsbelästigung;Abgelehnt;49.4828,10.9604
18.10.2018 16:18:34;699;Straßen- und Gehwegverunreinigung;In Bearbeitung;49.4626,10.9714
18.10.2018 17:06:09;700;Parkverstöße;Behoben;49.4663,11.0008
19.10.2018 07:23:23;701;Defekte Straßenbeleuchtung;Behoben;49.4742,10.9916
19.10.2018 08:59:27;702;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4801,10.992
19.10.2018 09:55:22;703;Straßen- und Gehwegverunreinigung;Behoben;49.4641,10.9885
19.10.2018 10:19:58;704;Parkverstöße;Behoben;49.4889,10.9125
19.10.2018 11:13:25;705;Sonstige Mängel;Behoben;49.4621,10.987
19.10.2018 11:39:31;706;Sonstige Mängel;Abgelehnt;49.4813,11.0019
19.10.2018 12:05:19;707;Störungen in Grünanlagen und Landschaftsschutzgebieten;In Bearbeitung;49.4764,10.9806
19.10.2018 12:58:03;708;Sonstige Mängel;Behoben;49.4624,10.987
19.10.2018 21:42:22;709;Defekte Straßenbeleuchtung;Behoben;49.4828,10.9532
19.10.2018 22:10:23;710;Defekte Straßenbeleuchtung;Behoben;49.4555,10.9912
19.10.2018 22:15:27;711;Defekte Straßenbeleuchtung;Behoben;49.4534,10.9958
19.10.2018 22:44:33;712;Defekte Straßenbeleuchtung;Behoben;49.4553,10.9944
20.10.2018 08:59:42;713;Parkverstöße;Behoben;49.4755,10.9828
20.10.2018 12:03:30;714;Störungen in Grünanlagen und Landschaftsschutzgebieten;In Bearbeitung;49.4643,10.9731
20.10.2018 12:20:58;715;Sonstige Mängel;Behoben;49.4614,10.997
20.10.2018 12:26:25;716;Sonstige Mängel;Behoben;49.4592,10.993
20.10.2018 12:55:07;717;Sonstige Mängel;In Bearbeitung;49.4682,11.0011
20.10.2018 14:08:22;718;Straßenschäden;Abgelehnt;49.4763,10.956
20.10.2018 16:04:12;719;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4775,10.9917
20.10.2018 17:06:31;720;Sonstige Mängel;Behoben;49.4851,10.9793
21.10.2018 11:53:45;721;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4779,10.9815
21.10.2018 14:04:29;722;Sonstige Mängel;Behoben;49.4724,10.9927
21.10.2018 20:45:51;723;Defekte Straßenbeleuchtung;Behoben;49.47,10.9674
21.10.2018 20:49:06;724;Defekte Straßenbeleuchtung;Behoben;49.4705,10.9682
22.10.2018 08:32:42;725;Parkverstöße;Behoben;49.4711,10.991
22.10.2018 09:14:00;726;Lärm- oder Geruchsbelästigung;Behoben;49.4756,10.981
22.10.2018 21:29:30;727;Parkverstöße;Behoben;49.479,10.9884
23.10.2018 12:29:53;728;Sonstige Mängel;Behoben;49.4652,10.9896
23.10.2018 17:13:53;729;Mülltonnen nicht geleert oder verschwunden;Abgelehnt;49.4678,10.9371
23.10.2018 18:12:10;730;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4676,10.9873
24.10.2018 07:15:43;731;Parkverstöße;Behoben;49.4469,10.9931
24.10.2018 13:41:19;732;Parkverstöße;Behoben;49.4789,10.9891
24.10.2018 16:12:22;733;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.4739,10.9927
24.10.2018 17:57:56;734;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.4845,10.9717
24.10.2018 18:00:32;735;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.482,10.9666
24.10.2018 20:29:55;736;Parkverstöße;Behoben;49.4911,10.9534
25.10.2018 08:15:13;737;Sonstige Mängel;Behoben;49.4845,10.9791
26.10.2018 16:56:58;738;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.4649,11.0087
27.10.2018 09:12:16;739;Parkverstöße;Behoben;49.4804,11.0037
27.10.2018 19:00:54;740;Defekte Straßenbeleuchtung;Behoben;49.4613,10.9929
28.10.2018 18:01:53;741;Parkverstöße;Behoben;49.4651,10.9884
28.10.2018 18:06:41;742;Parkverstöße;Behoben;49.4666,10.9883
28.10.2018 18:08:03;743;Parkverstöße;Behoben;49.4666,10.9884
28.10.2018 18:11:04;744;Parkverstöße;Behoben;49.4664,10.9888
28.10.2018 18:11:37;745;Parkverstöße;Abgelehnt;49.4664,10.9888
28.10.2018 18:13:02;746;Parkverstöße;Behoben;49.4667,10.9885
28.10.2018 18:18:15;747;Parkverstöße;Behoben;49.4664,10.9896
28.10.2018 20:18:08;748;Sonstige Mängel;Behoben;49.49,10.9167
28.10.2018 20:31:46;749;Defekte Straßenbeleuchtung;Behoben;49.4665,10.941
29.10.2018 06:27:24;750;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4653,10.9945
29.10.2018 14:53:56;751;Defekte Straßenbeleuchtung;Behoben;49.4612,11.0012
29.10.2018 16:28:34;752;Parkverstöße;Behoben;49.4642,10.986
30.10.2018 23:25:22;753;Defekte Straßenbeleuchtung;Behoben;49.4842,10.9893
31.10.2018 12:56:35;754;Parkverstöße;Behoben;49.4762,11.0149
31.10.2018 15:01:28;755;Sonstige Mängel;Behoben;49.4778,10.9917
02.11.2018 09:48:41;756;Sonstige Mängel;Abgelehnt;49.4533,10.9919
02.11.2018 11:17:59;757;Defekte Straßenbeleuchtung;Behoben;49.4539,10.9961
02.11.2018 14:26:47;758;Straßenschäden;In Bearbeitung;49.4645,10.9857
02.11.2018 14:55:11;759;Defekte Straßenbeleuchtung;Behoben;49.4659,10.9558
02.11.2018 15:53:04;760;Sonstige Mängel;Abgelehnt;49.4796,10.9904
03.11.2018 16:20:22;761;Sonstige Mängel;Behoben;49.4761,10.9806
03.11.2018 18:02:44;762;Defekte Straßenbeleuchtung;Behoben;49.4839,10.9533
04.11.2018 08:59:52;763;Parkverstöße;Behoben;49.4592,10.9921
05.11.2018 17:27:31;764;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4716,10.9922
05.11.2018 19:02:43;765;Sonstige Mängel;In Bearbeitung;49.4728,10.9934
05.11.2018 20:23:21;766;Defekte Straßenbeleuchtung;Behoben;49.4821,10.9897
06.11.2018 06:18:29;767;Defekte Straßenbeleuchtung;Behoben;49.4717,10.9889
06.11.2018 16:28:38;768;Defekte Straßenbeleuchtung;Behoben;49.4721,10.9872
06.11.2018 17:20:06;769;Mülltonnen nicht geleert oder verschwunden;Abgelehnt;49.4679,10.9373
07.11.2018 06:52:59;770;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4716,10.9923
07.11.2018 11:16:51;771;Parkverstöße;Behoben;49.465,10.9895
07.11.2018 11:17:23;772;Parkverstöße;Abgelehnt;49.465,10.9895
07.11.2018 16:37:10;773;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4799,10.9833
07.11.2018 16:37:41;774;Illegale Müllablagerung, Ansammlung von Unrat;Abgelehnt;49.4799,10.9833
07.11.2018 16:38:10;775;Illegale Müllablagerung, Ansammlung von Unrat;Abgelehnt;49.4799,10.9833
08.11.2018 18:07:28;776;Sonstige Mängel;In Bearbeitung;49.4715,10.9924
08.11.2018 19:24:14;777;Defekte Straßenbeleuchtung;Behoben;49.4817,10.9808
09.11.2018 07:11:03;778;Defekte Straßenbeleuchtung;Behoben;49.4733,10.9636
09.11.2018 11:52:45;779;Parkverstöße;Behoben;49.4734,10.9861
09.11.2018 13:38:59;780;Sonstige Mängel;Behoben;49.4605,10.9995
09.11.2018 16:46:17;781;Probleme mit Tieren (zum Beispiel Wespen, Hornissen, Hunde);Behoben;49.4643,10.9881
09.11.2018 16:59:16;782;Sonstige Mängel;Behoben;49.4686,11.0005
11.11.2018 14:58:34;783;Defekte Ampelanlagen oder Verkehrsschilder;Abgelehnt;49.4603,11.0107
11.11.2018 18:56:21;784;Sonstige Mängel;Behoben;49.46,11.0003
12.11.2018 08:30:07;785;Parkverstöße;Behoben;49.4683,10.9939
12.11.2018 09:02:31;786;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4756,10.9809
12.11.2018 09:57:46;787;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4665,10.9993
12.11.2018 11:14:11;788;Parkverstöße;Behoben;49.4702,10.9918
12.11.2018 17:36:37;789;Parkverstöße;Behoben;49.4683,10.9939
12.11.2018 19:06:59;790;Sonstige Mängel;Abgelehnt;49.4932,10.9606
13.11.2018 17:49:49;791;Parkverstöße;Behoben;49.4683,10.9939
13.11.2018 19:44:05;792;Defekte Straßenbeleuchtung;Behoben;49.4732,10.9865
14.11.2018 09:57:49;793;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4716,10.9979
14.11.2018 09:57:55;794;Straßen- und Gehwegverunreinigung;Abgelehnt;49.4656,11.0124
14.11.2018 23:47:58;795;Sonstige Mängel;Abgelehnt;49.4747,10.9886
15.11.2018 15:50:54;796;Sonstige Mängel;Behoben;49.4712,10.973
15.11.2018 18:01:46;797;Defekte Straßenbeleuchtung;Behoben;49.4801,11.0113
16.11.2018 10:43:18;798;Parkverstöße;Behoben;49.4803,10.9817
16.11.2018 13:21:35;799;Abgestellte Autos ohne Kennzeichen;In Bearbeitung;49.5006,10.9844
16.11.2018 14:51:54;800;Sonstige Mängel;In Bearbeitung;49.4837,10.9961
16.11.2018 16:52:22;801;Parkverstöße;Behoben;49.4753,10.9879
16.11.2018 17:30:24;802;Defekte Straßenbeleuchtung;Behoben;49.4613,11.0011
16.11.2018 18:09:25;803;Parkverstöße;Behoben;49.4754,10.9878
16.11.2018 19:23:10;804;Defekte Straßenbeleuchtung;Behoben;49.4792,10.9893
17.11.2018 10:36:27;805;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4778,10.9815
17.11.2018 15:55:15;806;Sonstige Mängel;In Bearbeitung;49.4608,10.9955
17.11.2018 18:25:52;807;Sonstige Mängel;Behoben;49.4598,10.9743
18.11.2018 13:51:09;808;Straßenschäden;In Bearbeitung;49.4835,10.9745
18.11.2018 14:04:27;809;Sonstige Mängel;Behoben;49.4723,10.9926
18.11.2018 22:06:03;810;Defekte Straßenbeleuchtung;Behoben;49.4735,10.9971
19.11.2018 12:46:00;811;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.5108,10.9825
19.11.2018 14:16:23;812;Parkverstöße;Behoben;49.4628,11.0064
19.11.2018 17:48:00;813;Lärm- oder Geruchsbelästigung;Behoben;49.4634,10.9729
20.11.2018 15:27:47;814;Sonstige Mängel;Behoben;49.4758,10.9808
20.11.2018 17:14:20;815;Sonstige Mängel;Behoben;49.4637,10.9728
20.11.2018 19:49:42;816;Parkverstöße;Behoben;49.4794,10.9853
20.11.2018 23:54:55;817;Lärm- oder Geruchsbelästigung;Behoben;49.4636,10.9731
21.11.2018 06:46:29;818;Defekte Straßenbeleuchtung;Behoben;49.472,10.9878
21.11.2018 11:03:16;819;Defekte Straßenbeleuchtung;Behoben;49.4791,10.9908
22.11.2018 11:48:38;820;Abgestellte Autos ohne Kennzeichen;Behoben;49.4637,10.9723
22.11.2018 19:01:37;821;Parkverstöße;Behoben;49.4756,10.9881
22.11.2018 19:05:20;822;Parkverstöße;Abgelehnt;49.4756,10.9881
22.11.2018 19:16:15;823;Defekte Straßenbeleuchtung;Behoben;49.4606,10.9985
22.11.2018 22:26:06;824;Lärm- oder Geruchsbelästigung;Behoben;49.4701,10.992
23.11.2018 12:42:52;825;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.5032,10.9542
23.11.2018 15:10:42;826;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4781,10.9917
23.11.2018 15:20:44;827;Abgestellte Autos ohne Kennzeichen;In Bearbeitung;49.48,10.9937
24.11.2018 18:53:42;828;Parkverstöße;Behoben;49.482,10.953
25.11.2018 11:14:20;829;Parkverstöße;Behoben;49.4753,10.9878
25.11.2018 11:14:38;830;Parkverstöße;Behoben;49.4753,10.9878
25.11.2018 12:36:31;831;Parkverstöße;Behoben;49.4798,10.9941
26.11.2018 09:01:55;832;Parkverstöße;Behoben;49.487,10.9784
26.11.2018 09:18:51;833;Parkverstöße;Behoben;49.4901,10.9199
26.11.2018 13:20:17;834;Defekte Straßenbeleuchtung;Behoben;49.4952,11.0037
27.11.2018 11:00:50;835;Defekte Ampelanlagen oder Verkehrsschilder;Behoben;49.4865,11.0102
27.11.2018 18:39:48;836;Parkverstöße;Behoben;49.4646,10.9991
27.11.2018 18:44:43;837;Parkverstöße;Behoben;49.4642,10.999
27.11.2018 21:10:16;838;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.4717,10.9917
28.11.2018 15:37:36;839;Parkverstöße;Behoben;49.4792,10.9857
29.11.2018 08:28:55;840;Parkverstöße;Behoben;49.4622,11.0083
29.11.2018 08:36:02;841;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4625,10.976
29.11.2018 09:16:06;842;Straßenschäden;Behoben;49.4801,10.9814
29.11.2018 10:55:01;843;Parkverstöße;Behoben;49.4705,10.9917
29.11.2018 12:34:23;844;Parkverstöße;Behoben;49.4709,10.9909
29.11.2018 20:13:29;845;Parkverstöße;Behoben;49.4686,10.9939
29.11.2018 20:43:12;846;Parkverstöße;Behoben;49.462,10.9944
29.11.2018 20:45:51;847;Sonstige Mängel;Behoben;49.4984,10.9693
29.11.2018 22:23:35;848;Defekte Straßenbeleuchtung;Behoben;49.4693,11.0036
01.12.2018 12:49:31;849;Sonstige Mängel;Abgelehnt;49.4722,10.9389
01.12.2018 12:58:56;850;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.4636,11.0032
01.12.2018 16:21:24;851;Sonstige Mängel;Behoben;49.4734,10.986
01.12.2018 19:48:01;852;Parkverstöße;Behoben;49.4787,10.9833
01.12.2018 21:50:52;853;Sonstige Mängel;Behoben;49.4734,10.9859
01.12.2018 21:51:14;854;Straßen- und Gehwegverunreinigung;Abgelehnt;49.4734,10.9859
02.12.2018 10:38:47;855;Abgestellte Autos ohne Kennzeichen;Behoben;49.5033,10.9509
02.12.2018 13:17:00;856;Straßenschäden;Abgelehnt;49.4678,10.9565
03.12.2018 09:21:00;857;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.5131,10.9787
03.12.2018 10:46:16;858;Parkverstöße;Behoben;49.4892,10.9192
03.12.2018 16:07:58;859;Parkverstöße;Behoben;49.4763,10.9888
04.12.2018 07:52:28;860;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4705,11.0075
04.12.2018 14:31:26;861;Straßenschäden;Behoben;49.4696,11.016
04.12.2018 20:25:55;862;Defekte Straßenbeleuchtung;Behoben;49.4677,10.9887
04.12.2018 21:20:39;863;Sonstige Mängel;Behoben;49.4758,10.9811
04.12.2018 22:18:14;864;Sonstige Mängel;Behoben;49.4688,11.0017
05.12.2018 17:52:08;865;Straßen- und Gehwegverunreinigung;In Bearbeitung;49.4913,10.9382
05.12.2018 19:39:44;866;Parkverstöße;Behoben;49.478,10.9838
06.12.2018 05:42:13;867;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.5117,10.9831
06.12.2018 07:46:53;868;Mülltonnen nicht geleert oder verschwunden;Abgelehnt;49.4845,10.9792
06.12.2018 09:34:07;869;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4768,10.9812
06.12.2018 18:42:38;870;Straßenschäden;In Bearbeitung;49.4703,10.9904
07.12.2018 11:58:59;871;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4841,10.9658
07.12.2018 14:17:14;872;Sonstige Mängel;Behoben;49.4759,10.9814
08.12.2018 12:59:50;873;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4651,10.997
08.12.2018 14:01:59;874;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4789,10.9892
08.12.2018 16:05:44;875;Mülltonnen nicht geleert oder verschwunden;Abgelehnt;49.4796,11.0021
09.12.2018 09:03:13;876;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4808,10.985
09.12.2018 09:03:20;877;Illegale Müllablagerung, Ansammlung von Unrat;Abgelehnt;49.4808,10.985
09.12.2018 12:22:50;878;Parkverstöße;Behoben;49.4622,10.9906
09.12.2018 12:25:41;879;Parkverstöße;Behoben;49.4625,10.989
10.12.2018 05:46:30;880;Defekte Straßenbeleuchtung;Behoben;49.4761,10.9903
10.12.2018 07:58:52;881;Parkverstöße;Behoben;49.4815,11.003
10.12.2018 15:26:44;882;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4567,10.9972
10.12.2018 15:57:07;883;Parkverstöße;Behoben;49.4644,10.986
11.12.2018 19:31:23;884;Parkverstöße;Behoben;49.5035,10.9795
11.12.2018 22:19:42;885;Abgestellte Autos ohne Kennzeichen;Behoben;49.4641,10.9943
12.12.2018 05:17:05;886;Defekte Ampelanlagen oder Verkehrsschilder;Behoben;49.475,10.9921
14.12.2018 09:47:04;887;Parkverstöße;Behoben;49.4734,10.9909
15.12.2018 08:47:36;888;Parkverstöße;Behoben;49.4991,10.9667
15.12.2018 08:51:32;889;Parkverstöße;Abgelehnt;49.4991,10.9667
15.12.2018 10:29:21;890;Parkverstöße;Behoben;49.4778,10.9892
16.12.2018 12:09:36;891;Straße nicht geräumt (im Winter bei Schneefall);Behoben;49.4624,10.975
16.12.2018 19:20:52;892;Defekte Straßenbeleuchtung;Behoben;49.4757,10.9821
17.12.2018 07:59:29;893;Parkverstöße;Behoben;49.4637,10.9942
19.12.2018 11:22:26;894;Sonstige Mängel;Behoben;49.4912,10.9787
19.12.2018 21:32:14;895;Parkverstöße;Behoben;49.4681,10.994
19.12.2018 22:10:34;896;Parkverstöße;Behoben;49.4634,10.9945
19.12.2018 22:12:29;897;Parkverstöße;Behoben;49.4635,10.9942
20.12.2018 11:28:03;898;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.5083,10.9775
20.12.2018 13:19:20;899;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4784,10.9907
20.12.2018 21:51:55;900;Defekte Straßenbeleuchtung;Behoben;49.476,10.9897
20.12.2018 22:10:21;901;Parkverstöße;Behoben;49.4634,10.9945
21.12.2018 12:58:14;902;Defekte Straßenbeleuchtung;Behoben;49.4651,10.9557
21.12.2018 20:43:58;903;Parkverstöße;Behoben;49.4634,10.9945
22.12.2018 14:26:31;904;Parkverstöße;Behoben;49.4777,10.9863
24.12.2018 09:18:47;905;Parkverstöße;Behoben;49.4652,10.9898
24.12.2018 12:15:38;906;Parkverstöße;Behoben;49.4805,11.0038
24.12.2018 12:19:24;907;Parkverstöße;Abgelehnt;49.4805,11.0038
26.12.2018 13:07:42;908;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4661,10.9948
26.12.2018 18:10:15;909;Straßenschäden;Behoben;49.4912,10.9648
27.12.2018 10:25:11;910;Sonstige Mängel;Abgelehnt;49.4749,10.97
27.12.2018 19:50:41;911;Defekte Straßenbeleuchtung;Behoben;49.4637,10.9993
28.12.2018 11:30:53;912;Sonstige Mängel;In Bearbeitung;49.4729,10.9951
28.12.2018 16:18:02;913;Sonstige Mängel;Abgelehnt;49.4828,10.9677
28.12.2018 21:03:30;914;Parkverstöße;Abgelehnt;49.4805,11.0038
28.12.2018 21:03:53;915;Parkverstöße;Abgelehnt;49.4805,11.0038
29.12.2018 08:11:49;916;Defekte Straßenbeleuchtung;Behoben;49.5047,10.977
29.12.2018 12:50:31;917;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4733,10.9858
29.12.2018 13:23:53;918;Parkverstöße;Behoben;49.4794,10.9855
29.12.2018 15:02:45;919;Straßen- und Gehwegverunreinigung;Behoben;49.4734,10.986
29.12.2018 19:51:10;920;Defekte Straßenbeleuchtung;Behoben;49.4584,10.974
29.12.2018 19:52:47;921;Defekte Straßenbeleuchtung;Behoben;49.458,10.9731
30.12.2018 10:55:58;922;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.5019,10.9864
30.12.2018 12:43:09;923;Parkverstöße;Behoben;49.4794,11.0002
30.12.2018 12:45:54;924;Parkverstöße;Behoben;49.4794,11.0002
30.12.2018 19:03:34;925;Defekte Straßenbeleuchtung;Behoben;49.4688,11.006
31.12.2018 11:20:18;926;Straßen- und Gehwegverunreinigung;Abgelehnt;49.4649,10.956
31.12.2018 12:24:45;927;Parkverstöße;Behoben;49.4805,11.0038
31.12.2018 12:25:01;928;Parkverstöße;Abgelehnt;49.4805,11.0038
31.12.2018 16:05:16;929;Defekte Straßenbeleuchtung;Behoben;49.4883,10.9188
01.01.2019 14:19:29;930;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4421,10.9879
02.01.2019 17:28:36;931;Straßenschäden;Behoben;49.5059,10.9542
03.01.2019 13:47:03;932;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4425,10.9891
03.01.2019 14:56:33;933;Probleme mit Tieren (zum Beispiel Wespen, Hornissen, Hunde);Behoben;49.48,10.9437
03.01.2019 16:12:38;934;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4731,10.9854
06.01.2019 20:35:55;935;Defekte Straßenbeleuchtung;Behoben;49.4909,10.997
07.01.2019 19:33:32;936;Parkverstöße;Behoben;49.4615,10.9896
07.01.2019 19:36:33;937;Parkverstöße;Behoben;49.4601,10.9905
07.01.2019 20:31:15;938;Defekte Straßenbeleuchtung;Behoben;49.4521,10.9995
07.01.2019 20:59:48;939;Defekte Straßenbeleuchtung;Behoben;49.4704,10.9673
08.01.2019 03:05:45;940;Defekte Straßenbeleuchtung;Behoben;49.4552,10.9951
08.01.2019 03:08:22;941;Defekte Straßenbeleuchtung;Behoben;49.4558,10.9956
08.01.2019 07:39:36;942;Straßenschäden;In Bearbeitung;49.4779,10.966
